Series Name	Country Name	Country Code	1990 [YR1990]	2000 [YR2000]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]
"Population ages 20-24, male (% of male population)"	Nepal	NPL	8.685388027	8.8565501	8.2370886	8.31720963	8.361901019	8.518251102	8.676317877	8.841723459	9.030346199	9.254076798	9.593451097	9.974065073
"Population ages 20-24, male (% of male population)"	Nicaragua	NIC	8.708678319	10.01092444	10.67326095	10.6206448	10.55371841	10.47929902	10.38940183	10.28645718	10.17317755	10.05443348	9.946846144	9.832757328
"Population ages 20-24, male (% of male population)"	Niger	NER	6.599050182	6.875218182	6.987639121	6.969878495	6.919405521	7.06703851	7.171821518	7.213438832	7.211023556	7.208823057	7.363079059	7.579404144
"Population ages 20-24, male (% of male population)"	Nigeria	NGA	8.396808479	9.25484969	9.061229079	8.986446825	8.916779475	8.842995196	8.775834174	8.718694572	8.678117403	8.659405907	8.647184728	8.655548656
"Population ages 20-24, male (% of male population)"	Pakistan	PAK	8.651820397	8.813610271	9.869732085	9.960967543	10.00223135	9.984543146	9.926834037	9.84140696	9.747955746	9.660225745	9.574186426	9.499457165
"Population ages 20-24, male (% of male population)"	Papua New Guinea	PNG	9.193532063	9.584832566	9.172810241	9.084434964	9.023706777	8.98197665	8.962585515	8.966620596	8.994300494	9.044125769	9.116891478	9.209833231
"Population ages 20-24, male (% of male population)"	Philippines	PHL	9.541748987	9.323657191	9.203952831	9.156896682	9.121860758	9.206778897	9.307074486	9.404821572	9.479494701	9.521644366	9.532743704	9.514133447
"Population ages 20-24, male (% of male population)"	Rwanda	RWA	8.269709002	8.930893564	11.13821955	11.15931856	10.97717784	10.5852811	10.01520192	9.392132938	8.890180055	8.606265665	8.516109975	8.606331254
"Population ages 20-24, male (% of male population)"	Sao Tome and Principe	STP	8.993545642	11.10126141	9.63375125	9.894209158	9.956993699	9.87278326	9.630679322	9.311566964	9.038687726	8.88959645	8.816379016	8.822170901
"Population ages 20-24, male (% of male population)"	Senegal	SEN	8.540727125	9.372431642	9.823493141	9.770128878	9.721059946	9.662248319	9.60405958	9.544774478	9.482474828	9.418882766	9.344153968	9.273731983
"Population ages 20-24, male (% of male population)"	Sierra Leone	SLE	8.269951845	9.240363139	9.276499613	9.232764321	9.206225598	9.162506172	9.134597415	9.122968262	9.12920843	9.155484649	9.190291196	9.23884189
"Population ages 20-24, male (% of male population)"	Solomon Islands	SLB	8.57993521	10.10255322	8.722207507	8.5843649	8.478545406	8.516234951	8.61521878	8.755300051	8.908802473	9.060557758	9.19842744	9.331552953
"Population ages 20-24, male (% of male population)"	Somalia	SOM	8.807632391	8.090359997	8.144218266	8.251671245	8.362212877	8.43984584	8.517587442	8.599328143	8.691685826	8.796742753	8.89974641	9.021318154
"Population ages 20-24, male (% of male population)"	South Sudan	SSD	8.911696349	8.731066122	8.91124952	9.023110781	9.125617939	9.191589714	9.249907469	9.304205268	9.359247655	9.41757146	9.459775104	9.502923257
"Population ages 20-24, male (% of male population)"	Sri Lanka	LKA	9.60459958	9.280737655	8.329004904	8.07044326	7.879122021	7.710883394	7.607047978	7.557567202	7.53273051	7.511673198	7.462129169	7.397791713
"Population ages 20-24, male (% of male population)"	Sudan	SDN	9.041108419	9.224774632	8.748612699	8.690103436	8.688794051	8.769064081	8.886350294	9.024062085	9.158497969	9.275758056	9.36780209	9.443887628
"Population ages 20-24, male (% of male population)"	Swaziland	SWZ	8.326309511	9.340276418	11.57876562	11.84972209	12.04010224	12.0778882	12.04657434	11.95634717	11.82256279	11.65787868	11.42042101	11.15541218
"Population ages 20-24, male (% of male population)"	Syrian Arab Republic	SYR	9.080526304	10.37332823	10.6329461	10.53707331	10.42604564	9.929182648	9.436439677	9.007417344	8.722623392	8.652464457	8.88011549	9.258848007
"Population ages 20-24, male (% of male population)"	Tajikistan	TJK	8.612439278	8.792543568	10.63360618	10.80825643	10.89117086	10.81724854	10.64587068	10.4101591	10.16380909	9.944603018	9.753795733	9.596892571
"Population ages 20-24, male (% of male population)"	Tanzania	TZA	8.882310787	9.349451196	8.942965978	8.896588231	8.862792303	8.832324211	8.816334615	8.811554613	8.81585606	8.829691143	8.840894468	8.861328583
"Population ages 20-24, male (% of male population)"	Timor-Leste	TLS	10.73521759	5.986475511	8.531728261	8.320871628	8.176156442	8.104933438	8.111415796	8.208075572	8.409398654	8.719688483	9.112103475	9.616626183
"Population ages 20-24, male (% of male population)"	Togo	TGO	8.679036408	9.682042935	9.589216287	9.535538085	9.460792824	9.360193065	9.246955585	9.132865626	9.034328031	8.962020371	8.909231052	8.874580435
"Population ages 20-24, male (% of male population)"	Tunisia	TUN	9.242369814	9.586140057	10.23138948	10.14988349	10.0042285	9.742850884	9.412903142	9.04998114	8.695108358	8.371882607	8.094664557	7.837540343
"Population ages 20-24, male (% of male population)"	Uganda	UGA	8.818322412	9.042454635	9.062243749	9.07445984	9.099946267	9.118959839	9.153073493	9.19503744	9.236000276	9.271926792	9.289401674	9.302967927
"Population ages 20-24, male (% of male population)"	Ukraine	UKR	7.136187419	7.937594547	8.855252246	8.830737578	8.751783517	8.454373038	8.064850406	7.615652507	7.162121452	6.745613018	6.374451952	6.046278883
"Population ages 20-24, male (% of male population)"	Uzbekistan	UZB	8.924281096	9.183461741	10.67921095	10.84406681	10.95943933	10.99881475	11.01036097	10.96573573	10.82968979	10.59048424	10.27927386	9.881752207
"Population ages 20-24, male (% of male population)"	Vanuatu	VUT	8.095850628	8.738469341	9.650454601	9.574123346	9.395682254	9.095576491	8.742389953	8.407048609	8.175745745	8.079428687	8.147044213	8.350980112
"Population ages 20-24, male (% of male population)"	Vietnam	VNM	9.839783199	9.693278666	10.15221379	10.17522315	10.18598192	10.18585532	10.18622807	10.14334454	9.995895049	9.714791949	9.313885973	8.790219306
"Population ages 20-24, male (% of male population)"	West Bank and Gaza	PSE	9.144631278	8.906155617	9.288871259	9.434846765	9.607548809	9.793994413	10.0080937	10.21289957	10.35915888	10.42239299	10.42071227	10.35352058
"Population ages 20-24, male (% of male population)"	"Yemen, Rep."	YEM	8.494934022	8.987224188	10.16181278	10.33469785	10.49124995	10.62507538	10.75351839	10.8497777	10.87946066	10.82827893	10.69158847	10.484318
"Population ages 20-24, male (% of male population)"	Zambia	ZMB	8.9831041	9.822018822	9.450045972	9.425533284	9.410112851	9.383851875	9.360169401	9.345779346	9.349995316	9.376641455	9.404465519	9.448476078
"Population ages 20-24, male (% of male population)"	Zimbabwe	ZWE	9.276033231	10.72032054	11.13041196	11.03253382	10.94004995	10.76532397	10.58955628	10.41859061	10.25461514	10.10098076	9.965488356	9.840406934
"Population ages 25-29, male (% of male population)"	Least developed countries: UN classification	LDC	7.365186431	7.535610894	7.848264868	7.883883192	7.894902486	7.899607403	7.886477959	7.86566088	7.852830312	7.856663186	7.874086649	7.904339778
"Population ages 25-29, male (% of male population)"	Afghanistan	AFG	7.016659945	6.988610796	7.480357174	7.405283702	7.311592916	7.320879682	7.349043036	7.399395656	7.47413229	7.573262793	7.636032964	7.695179196
"Population ages 25-29, male (% of male population)"	Angola	AGO	7.059458909	7.228652759	7.319122909	7.281888478	7.2621435	7.244774753	7.246226061	7.256099304	7.261947302	7.25866208	7.247130721	7.231381023
"Population ages 25-29, male (% of male population)"	Bangladesh	BGD	8.172032989	8.289670416	8.879390028	8.896662817	8.891043149	8.904148042	8.893831376	8.866753779	8.834115639	8.802591958	8.782162642	8.76274919
"Population ages 25-29, male (% of male population)"	Benin	BEN	7.084306428	7.310150175	7.477096565	7.484736828	7.496617299	7.512668049	7.53252841	7.555968594	7.584127098	7.618177306	7.66080443	7.708811249
"Population ages 25-29, male (% of male population)"	Bhutan	BTN	6.997457314	7.54637696	10.63399923	10.96212364	11.1634951	11.13769894	10.99679567	10.79014903	10.57970523	10.39639808	10.17123546	9.949816975
"Population ages 25-29, male (% of male population)"	Bolivia	BOL	7.416294253	7.784331038	8.31192447	8.328526954	8.335828066	8.343506458	8.342474264	8.335857391	8.32876036	8.324858352	8.335195178	8.346084816
"Population ages 25-29, male (% of male population)"	Burkina Faso	BFA	6.961462623	7.277193913	7.73328128	7.74722392	7.748662735	7.732560674	7.707670424	7.678122359	7.651683651	7.634720115	7.630962523	7.633828232
"Population ages 25-29, male (% of male population)"	Burundi	BDI	7.483763145	5.415827417	7.588004679	7.68736289	7.761705137	7.825063296	7.890851252	7.948674027	7.986805033	8.00122107	8.015312148	8.016028316
"Population ages 25-29, male (% of male population)"	Cabo Verde	CPV	7.440415657	7.254145226	8.831527888	9.194562495	9.472545524	9.692517071	9.862699961	9.979301503	10.04433287	10.06168908	10.05886336	10.00422383
"Population ages 25-29, male (% of male population)"	Cambodia	KHM	6.836178126	7.627689731	9.588703054	11.25326095	12.16717606	12.01495951	11.11492544	9.840394379	8.773690584	8.250813396	8.193520414	8.576684021
"Population ages 25-29, male (% of male population)"	Cameroon	CMR	6.817824392	7.318656984	7.943955795	8.032384952	8.104838225	8.150352397	8.186679218	8.210920339	8.221307898	8.218013275	8.192605655	8.158584818
"Population ages 25-29, male (% of male population)"	Central African Republic	CAF	7.16399716	7.67165486	7.852405073	7.868454519	7.890304972	7.790522855	7.677091153	7.552463116	7.425486739	7.310744668	7.327522679	7.357457849
"Population ages 25-29, male (% of male population)"	Chad	TCD	6.716414377	6.840955733	7.050731533	7.083069906	7.122399441	7.151927604	7.188749915	7.231996664	7.282266008	7.340297074	7.387096556	7.44181413
"Population ages 25-29, male (% of male population)"	Comoros	COM	7.432190168	7.390059849	8.068680414	8.181051862	8.272084734	8.341662268	8.395168627	8.429684428	8.444422393	8.43941044	8.415134683	8.376184131
"Population ages 25-29, male (% of male population)"	"Congo, Dem. Rep."	COD	7.236936127	7.226427891	7.18309559	7.183089571	7.181704168	7.170517722	7.161223263	7.153875117	7.150240852	7.151683619	7.151425939	7.159439652
"Population ages 25-29, male (% of male population)"	"Congo, Rep."	COG	7.342319211	8.207964574	8.315000639	8.254483266	8.18708919	8.011878507	7.835856315	7.662826222	7.498887807	7.350942098	7.236906507	7.140490278
"Population ages 25-29, male (% of male population)"	Cote d'Ivoire	CIV	7.267964793	7.369616856	7.297803184	7.264357687	7.246002413	7.268675022	7.304148078	7.350912451	7.407866843	7.474481646	7.536261581	7.605469693
"Population ages 25-29, male (% of male population)"	Djibouti	DJI	8.275889938	7.917751186	8.328274534	8.286237572	8.381026333	8.605665991	8.947112723	9.32802093	9.632319386	9.797641985	9.826062873	9.740054221
"Population ages 25-29, male (% of male population)"	"Egypt, Arab Rep."	EGY	7.293393367	7.390547168	8.853075595	8.950241455	9.033324801	9.126836273	9.18099575	9.181400839	9.112539652	8.973644677	8.772678287	8.524820613
"Population ages 25-29, male (% of male population)"	El Salvador	SLV	7.249494716	7.481231315	7.308434654	7.250536334	7.223548229	7.288873525	7.38103928	7.49917726	7.643638065	7.814891122	8.078880834	8.365329911
"Population ages 25-29, male (% of male population)"	Eritrea	ERI	7.16278287	6.160926777	8.738447241	8.935482061	9.060829496	9.15477363	..	..	..	..	..	..
"Population ages 25-29, male (% of male population)"	Ethiopia	ETH	6.639005724	7.13802651	7.345336528	7.439186457	7.490929993	7.542679568	7.56029997	7.570562845	7.612001795	7.704105595	7.828493235	7.992922722
"Population ages 25-29, male (% of male population)"	"Gambia, The"	GMB	7.758185525	7.02253801	7.64126144	7.627407691	7.610696979	7.56171626	7.509526158	7.464821934	7.439098503	7.437798723	7.424687781	7.433692494
"Population ages 25-29, male (% of male population)"	Georgia	GEO	8.498508236	7.259076861	7.363271285	7.449282958	7.542890517	7.683637691	7.807461422	7.876677697	7.850656825	7.722678199	7.723026289	7.6789396
"Population ages 25-29, male (% of male population)"	Ghana	GHA	7.640630337	7.888609502	7.940306529	7.954982214	7.974053066	8.006047117	8.040359997	8.075152617	8.110152925	8.146289594	8.176648499	8.209754072
"Population ages 25-29, male (% of male population)"	Guinea	GIN	7.248430341	6.993040154	7.38659837	7.43810731	7.489773465	7.535654272	7.583490019	7.631427398	7.678305869	7.723193097	7.767851841	7.812590177
"Population ages 25-29, male (% of male population)"	Guinea-Bissau	GNB	6.867997263	7.09572205	7.79432445	7.932371141	8.039413647	8.104397359	8.148528631	8.17641595	8.197941286	8.21984229	8.232461519	8.248116122
"Population ages 25-29, male (% of male population)"	Haiti	HTI	7.438544335	6.87259108	8.658650259	8.911747597	9.07982862	9.171669773	9.187087669	9.14738774	9.086939825	9.027967728	8.97903694	8.923196543
"Population ages 25-29, male (% of male population)"	Honduras	HND	7.239074613	7.744815729	8.575951336	8.656866243	8.72904142	8.795834742	8.850316598	8.900086298	8.955537261	9.021034014	9.094950947	9.173289555
"Population ages 25-29, male (% of male population)"	India	IND	8.138858782	8.157500003	8.481821907	8.554694549	8.607618568	8.642020904	8.661059285	8.666823703	8.663419038	8.654075748	8.647073384	8.628008492
"Population ages 25-29, male (% of male population)"	Indonesia	IDN	8.722392328	9.18911949	8.769634798	8.738478101	8.715218616	8.653833776	8.561913956	8.454894982	8.353660283	8.268969228	8.19401986	8.138243505
"Population ages 25-29, male (% of male population)"	Kenya	KEN	7.032366154	7.909265916	8.634406928	8.680155393	8.714779413	8.728434464	8.742212302	8.740655639	8.701789027	8.618635335	8.505582207	8.348539032
"Population ages 25-29, male (% of male population)"	Kiribati	KIR	8.230498632	6.265176103	7.662787819	7.796562241	7.981555147	8.153007161	8.403169282	8.670606718	8.849411203	8.902403811	8.896178739	8.758755271
"Population ages 25-29, male (% of male population)"	"Korea, Dem. People’s Rep."	PRK	8.495535512	10.34113552	7.315492502	7.594313105	7.760972419	7.845281032	7.833347601	7.764788555	7.711017587	7.71291405	7.754009057	7.831761844
"Population ages 25-29, male (% of male population)"	Kosovo	XKX	..	..	..	..	..	..	..	..	..	..	..	..
"Population ages 25-29, male (% of male population)"	Kyrgyz Republic	KGZ	8.622758958	8.085675509	8.379976695	8.48586617	8.69677819	9.008471547	9.379748404	9.741464865	9.994670655	10.08169093	10.02168698	9.826546207
"Population ages 25-29, male (% of male population)"	Lao PDR	LAO	7.528815315	7.581680306	7.968474988	8.137722446	8.320463463	8.544235235	8.760204895	8.949515813	9.096449408	9.194334398	9.319935048	9.425823138
"Population ages 25-29, male (% of male population)"	Lesotho	LSO	6.79534078	7.81560831	9.220998664	9.374213804	9.500669767	9.654811757	9.7828652	9.885626647	9.966011308	10.02621536	10.01626174	9.989421913
"Population ages 25-29, male (% of male population)"	Liberia	LBR	7.078934841	7.584043801	7.859508961	7.871350597	7.867534138	7.848030057	7.815702285	7.774360656	7.72650659	7.67459864	7.619915336	7.55943804
"Population ages 25-29, male (% of male population)"	Madagascar	MDG	7.332748531	7.554437719	7.625432535	7.599474197	7.586347952	7.578779926	7.583066757	7.59998871	7.629651294	7.671561278	7.724906948	7.786205702
"Population ages 25-29, male (% of male population)"	Malawi	MWI	7.36763799	7.46943954	7.603682551	7.613595269	7.68007805	7.756576709	7.88853638	8.042812669	8.174029699	8.25923943	8.314465549	8.324056162
"Population ages 25-29, male (% of male population)"	Mali	MLI	6.345394554	7.409850807	7.568910369	7.529562526	7.485236832	7.393195915	7.300625076	7.211095588	7.13143176	7.068235946	7.04274074	7.030872302
"Population ages 25-29, male (% of male population)"	Mauritania	MRT	7.570751968	7.87546829	8.073858251	8.078559563	8.079991614	8.089562323	8.099738626	8.108596884	8.114611444	8.116492648	8.098435553	8.081690879
"Population ages 25-29, male (% of male population)"	"Micronesia, Fed. Sts."	FSM	7.216934224	6.408723956	8.284812742	8.660645259	8.963913726	9.297442494	9.537938203	9.694262233	9.800938967	9.885753819	9.989770297	10.04935944
"Population ages 25-29, male (% of male population)"	Moldova	MDA	7.896470095	7.236726609	9.168499776	9.246936056	9.400421952	9.754970633	10.18796889	10.63544313	10.97301705	11.10178836	10.91883939	10.49723842
"Population ages 25-29, male (% of male population)"	Mongolia	MNG	8.675430233	9.27365293	9.589712787	9.708671161	9.876401948	10.06990005	10.31509772	10.53780654	10.63777342	10.56456614	10.32439045	9.952518791
"Population ages 25-29, male (% of male population)"	Morocco	MAR	8.694877391	8.025636243	8.449457566	8.531223402	8.544543247	8.603545852	8.597464094	8.547670312	8.493005828	8.4560356	8.444929996	8.457154627
"Population ages 25-29, male (% of male population)"	Mozambique	MOZ	5.909762996	6.975731699	7.420764499	7.432451379	7.428090582	7.411216167	7.387574968	7.366247701	7.360397402	7.376977356	7.402061483	7.445141369
"Population ages 25-29, male (% of male population)"	Myanmar	MMR	8.179454123	8.782305415	8.891333641	8.782501424	8.606503716	8.51578062	8.407803734	8.29675471	8.204007571	8.142654404	8.127889269	8.135766941
"Population ages 25-29, male (% of male population)"	Nepal	NPL	7.203819599	7.50022615	6.848260697	6.890296246	6.955185881	7.025894014	7.108069929	7.203807633	7.311775932	7.427592221	7.588161017	7.750785134
"Population ages 25-29, male (% of male population)"	Nicaragua	NIC	7.133946807	7.934556265	9.11350663	9.241843978	9.333668689	9.414830837	9.464721413	9.484166831	9.47625008	9.445421587	9.4196285	9.368636567
"Population ages 25-29, male (% of male population)"	Niger	NER	7.814536181	5.683092966	5.818847414	5.771054178	5.728556799	5.718702678	5.743988612	5.791070611	5.838033123	5.858291109	5.791853011	5.73416648
"Population ages 25-29, male (% of male population)"	Nigeria	NGA	7.047832241	7.503387784	7.820399555	7.809222215	7.782643164	7.734303294	7.675825787	7.612920202	7.552810817	7.499612177	7.442327424	7.394871881
"Population ages 25-29, male (% of male population)"	Pakistan	PAK	7.473971627	7.335507423	8.060311602	8.156647806	8.268681432	8.38666317	8.524589063	8.65947807	8.76006323	8.811434338	8.825941983	8.798001086
"Population ages 25-29, male (% of male population)"	Papua New Guinea	PNG	7.812156651	8.181879512	8.358274172	8.337607389	8.30011065	8.244581581	8.176757253	8.107059134	8.049190242	8.011641111	7.994260047	7.991769349
"Population ages 25-29, male (% of male population)"	Philippines	PHL	8.354335141	8.053863313	8.107649287	8.066837579	8.012068189	8.0213288	8.046674677	8.08614162	8.140570367	8.210425087	8.300020744	8.405006627
"Population ages 25-29, male (% of male population)"	Rwanda	RWA	6.920631002	6.678150817	8.267834147	8.500705638	8.737716038	8.97099777	9.224418056	9.426306603	9.476653456	9.334213845	9.045336639	8.586770651
"Population ages 25-29, male (% of male population)"	Sao Tome and Principe	STP	6.775303213	7.318490961	7.968108297	7.550100613	7.369716204	7.417230451	7.654451182	7.976586833	8.211165252	8.279495897	8.219645979	8.028106727
"Population ages 25-29, male (% of male population)"	Senegal	SEN	6.722608638	7.312092326	8.005247433	8.076531814	8.115094162	8.14507688	8.148083939	8.130315957	8.103478407	8.07642194	8.051510194	8.028489398
"Population ages 25-29, male (% of male population)"	Sierra Leone	SLE	6.708318365	7.479786789	7.889101484	7.924271508	7.942383812	7.934699855	7.917769397	7.894489286	7.871241017	7.854378905	7.846898576	7.841771927
"Population ages 25-29, male (% of male population)"	Solomon Islands	SLB	7.183027383	8.581936488	7.894859849	7.727605342	7.556745509	7.418095586	7.302787266	7.217499424	7.177095656	7.189978033	7.265871636	7.385575701
"Population ages 25-29, male (% of male population)"	Somalia	SOM	7.484750186	7.09222041	6.548902776	6.560599571	6.605442533	6.65520193	6.735561067	6.832645493	6.929017768	7.015197772	7.069628762	7.114430422
"Population ages 25-29, male (% of male population)"	South Sudan	SSD	7.286118451	7.399987057	7.292664909	7.298385203	7.344923773	7.40304801	7.492868717	7.60032252	7.706369411	7.801170037	7.874848587	7.937906551
"Population ages 25-29, male (% of male population)"	Sri Lanka	LKA	8.706704079	7.911565563	8.441887468	8.244759336	7.992919239	7.75180672	7.493659151	7.233107964	6.995425567	6.80487776	6.73102541	6.699339061
"Population ages 25-29, male (% of male population)"	Sudan	SDN	7.295451158	7.597433271	7.478984713	7.402546645	7.327600505	7.326338167	7.316683692	7.312514566	7.334554012	7.393369976	7.485654368	7.607168056
"Population ages 25-29, male (% of male population)"	Swaziland	SWZ	6.051084133	6.719979641	8.351563849	8.72318275	9.098265242	9.436286678	9.775026189	10.08567364	10.33064368	10.49285748	10.55863294	10.54239612
"Population ages 25-29, male (% of male population)"	Syrian Arab Republic	SYR	7.298325048	8.381798668	9.176551433	9.345046269	9.477932822	9.215584662	8.871011638	8.454109418	7.982864824	7.489089801	7.342836903	7.189746965
"Population ages 25-29, male (% of male population)"	Tajikistan	TJK	7.732482865	7.452031547	8.134879867	8.293570548	8.484767285	8.711651519	8.974949344	9.224922978	9.393667215	9.448669016	9.416966895	9.285863978
"Population ages 25-29, male (% of male population)"	Tanzania	TZA	7.251697736	7.647490863	7.61411274	7.571560204	7.529001291	7.479846513	7.434989689	7.39579842	7.365723505	7.347343062	7.337219035	7.337517729
"Population ages 25-29, male (% of male population)"	Timor-Leste	TLS	8.928317993	6.866087649	6.338889305	6.790471981	7.01949307	7.039763334	6.93029534	6.747376944	6.583506246	6.502953003	6.510330569	6.551853523
"Population ages 25-29, male (% of male population)"	Togo	TGO	7.005904008	7.824257462	8.203537782	8.197888025	8.189062632	8.178494775	8.169551132	8.154408445	8.123162188	8.072612683	8.0117449	7.93626129
"Population ages 25-29, male (% of male population)"	Tunisia	TUN	8.387569644	8.171423968	9.013624427	9.147347125	9.23557348	9.311105643	9.320032732	9.257500934	9.125763808	8.936549882	8.772305718	8.575474727
"Population ages 25-29, male (% of male population)"	Uganda	UGA	7.035502202	7.279189907	7.377512979	7.385639336	7.39599843	7.39402238	7.395980658	7.404222121	7.422852774	7.453664913	7.484806133	7.528103605
"Population ages 25-29, male (% of male population)"	Ukraine	UKR	7.85931759	7.466910928	8.634147041	8.788185581	8.91805903	9.000034708	9.064732686	9.082859596	9.012441868	8.831777032	8.551844622	8.159186781
"Population ages 25-29, male (% of male population)"	Uzbekistan	UZB	8.804734602	7.929249148	8.764026365	8.943727498	9.139614527	9.325499031	9.530070202	9.728641575	9.890368276	9.997876068	10.07397066	10.10594644
"Population ages 25-29, male (% of male population)"	Vanuatu	VUT	7.369146919	7.062627458	8.20463152	8.374266612	8.507126782	8.546305049	8.587798425	8.60111138	8.539468066	8.386129083	8.178457672	7.878094148
"Population ages 25-29, male (% of male population)"	Vietnam	VNM	8.846522463	8.881585651	9.125540815	9.194044968	9.250523269	9.317062245	9.37205744	9.412713687	9.442148353	9.460735321	9.479339852	9.497751036
"Population ages 25-29, male (% of male population)"	West Bank and Gaza	PSE	7.343770868	7.271854886	7.583052886	7.60673218	7.661632059	7.735778726	7.832481039	7.95093935	8.091178119	8.250592436	8.432067251	8.631079516
"Population ages 25-29, male (% of male population)"	"Yemen, Rep."	YEM	6.46639952	6.319736197	7.982280092	8.101589936	8.241256069	8.390125555	8.546422841	8.704647906	8.859381794	9.00595249	9.143454414	9.280261984
"Population ages 25-29, male (% of male population)"	Zambia	ZMB	7.302135489	7.980630302	7.980273007	7.943627312	7.914751928	7.894951563	7.878688936	7.865823941	7.856285821	7.85036691	7.837129505	7.827486302
"Population ages 25-29, male (% of male population)"	Zimbabwe	ZWE	7.695730787	8.167712648	9.19610201	9.277448875	9.313171633	9.322002921	9.279265161	9.192961592	9.083013456	8.969202782	8.905896691	8.856186139
"Population ages 25-29, female (% of female population)"	Least developed countries: UN classification	LDC	7.407481048	7.546477936	7.955266715	8.006154501	8.031509035	8.029685654	8.006751103	7.974991674	7.951324457	7.943939819	7.945055959	7.958755543
"Population ages 25-29, female (% of female population)"	Afghanistan	AFG	6.891905516	6.815392784	7.319754426	7.330757757	7.294948717	7.27380076	7.246958071	7.230502837	7.246201961	7.307301478	7.393997489	7.49284372
"Population ages 25-29, female (% of female population)"	Angola	AGO	7.064529436	7.194396064	7.323772659	7.29793452	7.289210165	7.281003585	7.291614542	7.311079849	7.326815507	7.333056919	7.33252524	7.325927231
"Population ages 25-29, female (% of female population)"	Bangladesh	BGD	8.202869916	8.344510737	9.22624526	9.279953326	9.317278028	9.308263359	9.281070862	9.244757747	9.205130815	9.159054553	9.085945786	9.008782299
"Population ages 25-29, female (% of female population)"	Benin	BEN	6.99293802	7.265851451	7.422877219	7.437007792	7.455263237	7.466890513	7.482562851	7.502194255	7.526407999	7.555764131	7.592347304	7.634503495
"Population ages 25-29, female (% of female population)"	Bhutan	BTN	7.121034617	7.756351109	8.97082604	9.147260997	9.374004111	9.626938862	9.93000974	10.23252441	10.45762414	10.5625786	10.57140336	10.46698788
"Population ages 25-29, female (% of female population)"	Bolivia	BOL	7.408510112	7.795253359	8.281368232	8.294512618	8.297128485	8.29984438	8.293202702	8.280712138	8.267737072	8.257743333	8.260586204	8.264488117
"Population ages 25-29, female (% of female population)"	Burkina Faso	BFA	6.984262907	7.150682942	7.545623063	7.558256181	7.560903006	7.544449024	7.522191384	7.497621599	7.476897418	7.464778322	7.463069041	7.467868399
"Population ages 25-29, female (% of female population)"	Burundi	BDI	7.651474784	5.705023675	7.484503776	7.695005384	7.914357054	8.11939637	8.322587298	8.500223521	8.621820196	8.673233674	8.673571771	8.620505921
"Population ages 25-29, female (% of female population)"	Cabo Verde	CPV	8.652861278	6.608260103	7.916145559	8.132352237	8.294763159	8.541906575	8.785129282	9.011961832	9.210800095	9.375245286	9.525444884	9.63589072
"Population ages 25-29, female (% of female population)"	Cambodia	KHM	7.899177305	7.500171302	9.493691038	11.09470494	11.99228604	11.8843431	11.04708872	9.827654991	8.76963948	8.1882353	8.002708806	8.202818202
"Population ages 25-29, female (% of female population)"	Cameroon	CMR	6.785587226	7.298528867	7.918554476	8.011221615	8.087894048	8.132731189	8.167657282	8.190580968	8.200198745	8.196518736	8.168117492	8.131540935
"Population ages 25-29, female (% of female population)"	Central African Republic	CAF	7.147908695	7.618253145	7.833789136	7.85944777	7.889245753	7.792414518	7.675403127	7.542024279	7.403773582	7.276584884	7.287252044	7.311110584
"Population ages 25-29, female (% of female population)"	Chad	TCD	6.776207532	6.779016986	6.976257704	7.018357963	7.067631137	7.100445751	7.140351565	7.187884599	7.244704373	7.311281122	7.362238712	7.423062105
"Population ages 25-29, female (% of female population)"	Comoros	COM	7.368477477	7.373889167	8.032937713	8.140325242	8.227287477	8.291047119	8.339045008	8.368900822	8.37964488	8.372216138	8.34385762	8.301394722
"Population ages 25-29, female (% of female population)"	"Congo, Dem. Rep."	COD	7.140123299	7.170745835	7.149065253	7.15173973	7.154024054	7.144045995	7.137134322	7.13328093	7.133444386	7.138176394	7.138141908	7.146006704
"Population ages 25-29, female (% of female population)"	"Congo, Rep."	COG	7.308093474	8.165108816	8.28637399	8.227990074	8.164558088	7.992431061	7.819919335	7.650653374	7.490817318	7.346860795	7.236894495	7.14464206
"Population ages 25-29, female (% of female population)"	Cote d'Ivoire	CIV	7.030062549	7.48426107	7.568247963	7.536592409	7.513976921	7.517329096	7.527008234	7.544281001	7.571535739	7.610634415	7.654276619	7.707586228
"Population ages 25-29, female (% of female population)"	Djibouti	DJI	7.667823088	8.004360767	8.345971714	8.299773546	8.387631378	8.60112018	8.931180938	9.301940088	9.599401138	9.760897948	9.784023675	9.694172924
"Population ages 25-29, female (% of female population)"	"Egypt, Arab Rep."	EGY	7.38041187	7.592613344	8.690692756	8.814112441	8.920274572	9.026580141	9.105251656	9.140245259	9.110998921	9.008818218	8.813101558	8.571471877
"Population ages 25-29, female (% of female population)"	El Salvador	SLV	7.714240044	7.931137017	7.810363512	7.761242498	7.740178332	7.756539051	7.79916664	7.868639359	7.964658498	8.085395757	8.248178439	8.431767114
"Population ages 25-29, female (% of female population)"	Eritrea	ERI	7.127653218	6.3103331	8.820369859	9.007069112	9.125232067	9.211367646	..	..	..	..	..	..
